Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
546694,2020-12-29 15:36:56,4562827002127,"fraud_Swaniawski, Lowe and Robel",shopping_pos,2.09,Christopher,Johnson,M,28711 Kristine Junction Suite 309,Greenville,OH,45331,40.0987,-84.6342,22930,Media planner,1971-11-26,a470d929554bd44d777a2099e76b9a37,1388331416,40.996376,-85.268703,0
546695,2020-12-29 15:37:00,676369110710,"fraud_Ruecker, Beer and Collier",shopping_net,9.72,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,8ce8d71f05e133328613b899774ee9c4,1388331420,43.409541,-83.95446,0
546696,2020-12-29 15:37:52,4973530368125489546,"fraud_Metz, Russel and Metz",kids_pets,91.18,Mary,Rodriguez,F,8986 Fitzgerald Plains,Winslow,AR,72959,35.8312,-94.1187,2786,Musician,1965-09-27,d4f078ca65b76d3ff0e1b818813e2682,1388331472,36.181753,-94.964829,0
546697,2020-12-29 15:38:09,630451534402,"fraud_Berge, Kautzer and Harris",personal_care,48.09,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,b3a31a94a0e9c917f14142dbd87306a0,1388331489,46.832398,-86.623165,0
546698,2020-12-29 15:38:42,4897067971111209737,fraud_Emmerich-Rau,personal_care,134.67,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,09b5d04004213fa5b2d5b7ab1a747404,1388331522,28.82771,-81.96420400000001,0
546699,2020-12-29 15:38:54,6538891242532018,"fraud_Pouros, Walker and Spencer",kids_pets,37.19,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,2f275d280e3f8420e9368ab3d11e74a0,1388331534,35.937562,-91.351773,0
546700,2020-12-29 15:39:01,3564182536169293,fraud_Medhurst Inc,home,37.98,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),1962-03-04,b28d67fd70b8c7a0d1b2fdf3bda7ab53,1388331541,40.184843,-80.990675,0
546701,2020-12-29 15:39:04,630441765090,fraud_Adams-Barrows,health_fitness,45.22,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,2e2d44332c65c512f53ed35cf538f028,1388331544,31.687183,-99.160868,0
546702,2020-12-29 15:39:17,4400011257587661852,fraud_Terry Ltd,home,6.66,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,8c012c3e60cc45750e83962ffc12c497,1388331557,42.227869,-98.260699,0
546703,2020-12-29 15:39:53,2256234701263057,fraud_Hoppe-Parisian,kids_pets,45.54,Christopher,Grimes,M,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,faa48663b962b4303eef70eb91d2835b,1388331593,42.585309,-71.565011,0
546704,2020-12-29 15:40:09,675990301623,"fraud_Yost, Block and Koepp",misc_pos,7.58,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1994-03-13,0ab4500fc9e7732929053be3c81f2a8a,1388331609,40.752235,-74.535535,0
546705,2020-12-29 15:40:10,4384910379661778,fraud_Watsica LLC,personal_care,27.19,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,1949-04-24,2944d8c7e2c49ce4cdc919bf0ccdcf86,1388331610,46.366418,-96.50267,0
546706,2020-12-29 15:40:42,6011104316292105,fraud_Heathcote LLC,shopping_net,91.55,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,672bea60b99f3929865983cdbbc10143,1388331642,37.048068,-77.851977,0
546707,2020-12-29 15:41:04,676372984911,fraud_Hyatt-Blick,travel,1.77,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,ac691064c7476c26f8a80cc6da681b5d,1388331664,39.146104,-98.48654,0
546708,2020-12-29 15:41:13,376445266762684,fraud_Stiedemann Inc,misc_pos,8.71,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,44b959aa4864a9503ae7f54454110c51,1388331673,41.341158,-102.096923,0
546709,2020-12-29 15:41:18,3596217206093829,fraud_Hills-Witting,shopping_net,8.82,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,dbe4b1d8e412dbacbac3af8da0bd079b,1388331678,40.72784,-92.278063,0
546710,2020-12-29 15:41:19,4599735407877245080,fraud_Jacobi Inc,health_fitness,42.85,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,1964-12-30,64f22cba55d112cd701ba235c873cc2e,1388331679,35.499472,-89.5656,0
546711,2020-12-29 15:41:21,2706977570537524,fraud_Dickinson Ltd,personal_care,76.45,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,8ff10c4ba98e80e4f775f58bdeddd590,1388331681,39.762844,-81.953098,0
546712,2020-12-29 15:41:24,2288748891690227,fraud_Gulgowski LLC,home,138.87,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1967-01-24,86436c4666d7fa61273fa4cfe5cf423e,1388331684,35.486645,-107.533895,0
546713,2020-12-29 15:41:36,2229378226512508,"fraud_Streich, Rolfson and Wilderman",kids_pets,47.33,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,4dfa657de28acdb511d68128b04bdda8,1388331696,44.47595,-89.46362099999999,0
546714,2020-12-29 15:41:39,375082648741747,fraud_Roberts-Beahan,misc_pos,2.24,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,c93f7258f5a48c6c5bf0261954c420c0,1388331699,47.864763,-97.116038,0
546715,2020-12-29 15:41:40,3521815216091574,"fraud_O'Connell, Botsford and Hand",home,72.18,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1978-08-27,73b0f6d2518d9ab1675c120b800b4438,1388331700,39.038853,-105.698018,0
546716,2020-12-29 15:41:45,371284100299909,fraud_Kertzmann LLC,health_fitness,27.89,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,1976-05-24,b4265c87a87f1576da9bd6b3f7b386f4,1388331705,34.745108,-101.051367,0
546717,2020-12-29 15:41:58,4426075337087318654,"fraud_Hyatt, Russel and Gleichner",health_fitness,209.44,Kyle,James,M,621 Smith Hollow Apt. 738,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,1975-06-25,bba47bb374f391e4552b5cd804e77469,1388331718,39.43879,-96.187602,0
546718,2020-12-29 15:42:02,503874407318,"fraud_Parker, Nolan and Trantow",entertainment,20.37,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,c78f467bcfeb2f7422f804c4f7d59b52,1388331722,29.026465,-99.150977,0
546719,2020-12-29 15:42:06,3566875419572867,"fraud_Runolfsdottir, Mueller and Hand",entertainment,68.86,Adam,Mcdonald,M,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,1991-01-31,c91510b50777b441bca282f9eb4d2226,1388331726,45.029295,-73.05231500000001,0
546720,2020-12-29 15:42:29,4503101193493052864,fraud_Beier and Sons,home,29.8,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,1979-07-03,6a3d7afe065141cd5f381432a3b7596b,1388331749,28.761873,-81.552513,0
546721,2020-12-29 15:42:30,3518669219150142,fraud_Block-Parisian,misc_net,148.55,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,27e40959b0b348f52672e170a825ccb8,1388331750,39.530731,-83.76585,0
546722,2020-12-29 15:42:38,6011724471098086,fraud_Bernhard-Lesch,food_dining,63.87,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,86bf54e59a78b40864dbacc3f8272ee8,1388331758,46.44924,-118.04968,0
546723,2020-12-29 15:42:42,3598304579370089,fraud_Ernser-Feest,home,75.97,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,2e481365844da912068089224d1b2ff4,1388331762,37.285001,-97.793145,0
546724,2020-12-29 15:42:46,213173753804333,fraud_Collier LLC,home,55.15,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",1959-10-07,4ceeeb79d53a4fd3924c0c28d7399af0,1388331766,40.325121,-86.3037,0
546725,2020-12-29 15:42:59,180011453250192,fraud_Kutch-Ferry,home,84.41,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,8591deea0e365c1b4759713512ecf610,1388331779,42.143246000000005,-91.875282,0
546726,2020-12-29 15:43:08,180031190491743,fraud_Terry-Huel,shopping_net,17.46,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,19ad4e30de2a74c6ad9b84f6fcb734ed,1388331788,30.353767,-88.037037,0
546727,2020-12-29 15:43:08,375082648741747,fraud_Metz-Boehm,shopping_pos,6.02,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,da9e43dd8f7c34f5e0fd8c549f0e7c44,1388331788,47.006887,-96.032293,0
546728,2020-12-29 15:43:09,180049032966888,fraud_Watsica LLC,personal_care,74.72,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986-04-15,7abba9f16701f128547705343b0a2033,1388331789,45.876675,-89.83078499999999,0
546729,2020-12-29 15:43:11,6011693194885790,fraud_Rempel Inc,shopping_net,9.01,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,4f8a6de4b35ab7637f28905e57d3472d,1388331791,45.355098,-93.139737,0
546730,2020-12-29 15:43:34,6544734391390261,"fraud_Pouros, Walker and Spencer",kids_pets,70.43,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,c61fb658f208f8569049c4ba4ebdbdba,1388331814,42.195942,-87.284346,0
546731,2020-12-29 15:44:01,38052002992326,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,19.18,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,ef8071719f30b781fa25750227af9507,1388331841,30.229592,-95.696078,0
546732,2020-12-29 15:44:04,4225990116481262579,fraud_Graham and Sons,health_fitness,1.49,Brian,Simpson,M,2711 Duran Pines,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,1966-12-03,4d854290bafe237630b2d2f50f67a9ed,1388331844,19.768968,-155.145093,0
546733,2020-12-29 15:44:09,2296006538441789,fraud_Spencer-Runolfsson,misc_pos,7.99,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1999-09-01,f6d2f3157b680375a112bba6c3843abb,1388331849,41.169501,-73.382911,0
546734,2020-12-29 15:44:25,6011438889172900,fraud_Kassulke PLC,shopping_net,1.71,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,e392d6e5e8388b291b7b32264a8e5948,1388331865,34.29965,-91.50613,0
546735,2020-12-29 15:44:52,213156747557083,fraud_Klein Group,entertainment,76.17,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,be8835a7150257148ec55c2b720bcd8d,1388331892,33.721462,-117.282993,0
546736,2020-12-29 15:45:00,2712209726293386,fraud_Berge-Hills,kids_pets,28.93,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,2a222f2dcb08f2a126afc5862aea15ce,1388331900,31.225105,-92.098824,0
546737,2020-12-29 15:45:07,2454076758463217,"fraud_Kling, Howe and Schneider",home,62.44,Robert,Andrade,M,27720 Martin Hills,Remer,MN,56672,47.0874,-93.9196,2097,Insurance risk surveyor,1987-10-27,a6f517e0bc1c02b63939245f5aa0acab,1388331907,46.500277,-93.072639,0
546738,2020-12-29 15:45:18,6538891242532018,"fraud_Labadie, Treutel and Bode",shopping_net,2.65,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,b890bcf4f66025facceeff2285d3a387,1388331918,36.729595,-90.312671,0
546739,2020-12-29 15:45:26,4585132874641,fraud_Flatley Group,misc_pos,1.09,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,64eb55310ffd3c1871a869993066bff9,1388331926,39.240008,-92.885217,0
546740,2020-12-29 15:46:01,4279161831637,"fraud_Wuckert, Wintheiser and Friesen",home,63.01,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,1987-08-16,c4e818202771588d20ffa1cdc2e99d04,1388331961,39.494708,-79.738962,0
546741,2020-12-29 15:46:06,4469777115158234880,"fraud_Weimann, Kuhic and Beahan",shopping_pos,1.95,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,e7a6bcbe25e9c60c571b9ad57ebd7c71,1388331966,42.529309000000005,-71.54792900000001,0
546742,2020-12-29 15:47:10,4514242065619750,fraud_Leffler-Goldner,personal_care,72.73,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",1988-09-02,c815fb0a05282323a9a119d51caee746,1388332030,40.612397,-104.524796,0
546743,2020-12-29 15:47:22,180048185037117,fraud_Rau-Robel,kids_pets,79.61,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,ac70736d784d7feccd45e399c43283e1,1388332042,40.90295,-75.370889,0
546744,2020-12-29 15:47:24,6011693194885790,fraud_McCullough LLC,misc_pos,103.12,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,d80febc9bd84ea7c7680fd5436f587f9,1388332044,44.844633,-92.324321,0
546745,2020-12-29 15:47:52,3576021480694169,"fraud_Streich, Dietrich and Barton",shopping_net,3.16,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,e1b65a212a367b8443e5254899725c5c,1388332072,38.250302000000005,-95.640295,0
546746,2020-12-29 15:47:54,377113842678100,"fraud_Berge, Kautzer and Harris",personal_care,7.45,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1965-03-25,cf2bcc2b7b7ca5973ac36134a61f1678,1388332074,39.078551,-74.772248,0
546747,2020-12-29 15:48:00,180011453250192,"fraud_O'Reilly, Mohr and Purdy",home,84.01,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,949abfc204fa1ddb47ff19bcda96c6c1,1388332080,40.448131,-91.703392,0
546748,2020-12-29 15:48:06,180058696935600,fraud_Schuppe-Schuppe,food_dining,8.3,Richard,Barnes,M,1339 Johnson Landing Suite 007,De Lancey,NY,13752,42.18899999999999,-74.9229,782,Chartered accountant,2000-08-28,ffbba738c7964b732d4b17ecc3d07491,1388332086,41.91877,-75.192729,0
546749,2020-12-29 15:48:20,4958589671582726883,fraud_Larkin Ltd,kids_pets,131.95,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,c664aabb0aef6127b60cce2cd0992cd3,1388332100,38.797442,-77.879311,0
546750,2020-12-29 15:48:31,375534208663984,"fraud_McDermott, Osinski and Morar",home,85.25,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1986-03-28,0b75259030e3c98ac556c02c2cf5456b,1388332111,38.753856,-79.6339,0
546751,2020-12-29 15:48:36,4653879239169997,fraud_Effertz LLC,entertainment,83.58,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,984ee58f01c71084d16c613169bafa7f,1388332116,37.234149,-86.326348,0
546752,2020-12-29 15:48:36,3531129874770000,"fraud_Reichert, Rowe and Mraz",shopping_net,16.32,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,68eaff132d0010f933698bf20fe89a98,1388332116,43.605965000000005,-73.724363,0
546753,2020-12-29 15:49:19,4155021259183870,fraud_Waelchi-Wolf,kids_pets,13.93,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,07bb1507d300f4982166a6ad4f7ebef4,1388332159,35.28698,-99.568917,0
546754,2020-12-29 15:49:30,30074693890476,"fraud_Runte, Green and Emard",health_fitness,12.95,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,5973cf9582bc3fd66384d012474e797e,1388332170,37.942763,-100.039875,0
546755,2020-12-29 15:49:36,6011366578560244,"fraud_Douglas, Schneider and Turner",shopping_pos,8.83,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,97c6412e78ef87961bc56e7cd55606a1,1388332176,40.475918,-77.53352,0
546756,2020-12-29 15:49:42,6597888193422452,fraud_Kilback and Sons,entertainment,35.38,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,b249267a915c33eab2a4d184d5430ea1,1388332182,32.772192,-98.027361,0
546757,2020-12-29 15:49:45,571365235126,"fraud_Armstrong, Walter and Gottlieb",food_dining,16.34,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,c4f5aba0a9db67ae75d53da62d6f9eb3,1388332185,44.90143,-87.210473,0
546758,2020-12-29 15:49:49,30235438713303,fraud_Pacocha-Bauch,shopping_pos,8.36,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,e05be1052ef4027958867d3d24d9c724,1388332189,38.625438,-81.311502,0
546759,2020-12-29 15:50:13,3587960728692500,"fraud_Nicolas, Hills and McGlynn",entertainment,103.86,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",1997-01-02,cd1acf5585f28b8c5c2d4cfd249a30c9,1388332213,43.088533,-95.587958,0
546760,2020-12-29 15:50:18,675945690716,fraud_Bogisich-Weimann,kids_pets,55.49,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,0b79dee6e883e81f8b5f40124fe66564,1388332218,41.683712,-79.494361,0
546761,2020-12-29 15:50:20,4302480582202074,fraud_Lesch Ltd,shopping_pos,9.63,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,537413eec0eeb2d1038211dfe67788b3,1388332220,43.960279,-86.0118,0
546762,2020-12-29 15:50:57,4006047418382,fraud_Kling-Ernser,entertainment,70.63,Robert,Sanchez,M,7314 Johnson Square Apt. 296,Parkers Lake,KY,42634,36.8347,-84.4436,1565,"Designer, industrial/product",1968-07-24,25c2631d265bf424f6bb1e76856f5193,1388332257,37.548632,-85.420354,0
546763,2020-12-29 15:51:04,4841313716651064,fraud_Kutch-Wilderman,home,89.63,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",1989-10-28,18661746b2b5f47415e8e077512e2c81,1388332264,42.931945,-71.69259100000001,0
546764,2020-12-29 15:51:05,676298633337,fraud_Schiller Ltd,personal_care,1.06,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,1971-12-10,13f77c41f5c6bac230e0a0ca7b252fdc,1388332265,38.580251,-80.411966,0
546765,2020-12-29 15:51:07,378904938837132,"fraud_Witting, Beer and Ernser",home,58.1,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,7b295d1b227f27ef18eb519fca019d28,1388332267,35.081685,-98.84506,0
546766,2020-12-29 15:51:15,4642894980163,fraud_Kozey-McDermott,travel,2.45,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990-07-13,34a8a529edd330a7dfe796fff5bef35f,1388332275,40.261711,-95.288039,0
546767,2020-12-29 15:51:17,3566094707272327,fraud_Friesen Inc,shopping_pos,23.47,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,c009db63d54406cc577605973e9a6d88,1388332277,34.115338,-117.759645,0
546768,2020-12-29 15:51:22,4509142395811241,fraud_Nienow PLC,entertainment,2.09,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,8eaaea351f5991e4519f509ecbd3705e,1388332282,31.067917,-81.39494,0
546769,2020-12-29 15:51:37,3561963695236764,fraud_Larkin Ltd,kids_pets,41.44,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1984-03-03,7564c6e021b59badb454c2c9b300060b,1388332297,40.308907,-73.038854,0
546770,2020-12-29 15:52:14,36722699017270,fraud_Padberg-Rogahn,entertainment,19.3,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,13073b17c9e7769839e55361641810de,1388332334,32.667812,-111.226951,0
546771,2020-12-29 15:52:30,2222001896600109,fraud_Predovic Inc,shopping_net,9.16,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,ee067b2f2b241ef68e9443a78c1a1210,1388332350,38.040455,-89.949318,0
546772,2020-12-29 15:52:34,3518669219150142,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,1.51,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,2ab789357ab4092dfd2a10eb76c5f733,1388332354,39.793584,-85.225836,0
546773,2020-12-29 15:52:56,373905417449658,fraud_Champlin-Casper,home,20.24,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,e2f764747c03e9818d1fbd0bbcb2cdb2,1388332376,32.420511,-98.252738,0
546774,2020-12-29 15:53:01,2229378226512508,fraud_Jakubowski Inc,home,70.96,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,b237aa359599a6c2eff90617195adc62,1388332381,43.919882,-90.772635,0
546775,2020-12-29 15:53:08,3560797065840735,fraud_Rau-Grant,kids_pets,34.44,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,5f572b109956c54156ee9ba8a476496c,1388332388,46.842302,-101.792331,0
546776,2020-12-29 15:53:17,3521417320836166,"fraud_Streich, Rolfson and Wilderman",kids_pets,42.7,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,9c5f029d3fc9faf5c523b4907cf7156f,1388332397,39.991738,-86.785842,0
546777,2020-12-29 15:53:37,4560395181594436016,fraud_Bahringer Group,health_fitness,65.58,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,d55580b62fabb3f6c29f530d586b3d9d,1388332417,38.460597,-123.780077,0
546778,2020-12-29 15:53:37,6511349151405438,fraud_Ziemann-Waters,health_fitness,15.37,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1946-08-24,d4164f68f25eb7433bbd2ee9691b6f68,1388332417,39.721108,-114.345145,0
546779,2020-12-29 15:53:47,213153151785052,fraud_Macejkovic-Lesch,shopping_pos,2.46,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997-11-23,5d00c391cc32f4cbe534281b79977a3a,1388332427,45.572194,-90.314957,0
546780,2020-12-29 15:54:00,30234966027947,fraud_Frami Group,entertainment,130.79,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,1d0670a4df89198ef47c51bb4c6b9dfa,1388332440,44.786346,-87.237369,0
546781,2020-12-29 15:54:07,2297447006766555,"fraud_Crist, Jakubowski and Littel",home,16.17,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,b270aa4a40fcb860deb2780da7af92a2,1388332447,40.86511,-88.624894,0
546782,2020-12-29 15:54:17,375082648741747,fraud_Volkman-Predovic,shopping_net,3.06,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,79320332f1ef26a9ffe35191b3a29ed7,1388332457,46.586723,-96.27697,0
546783,2020-12-29 15:54:19,503848303379,fraud_Mohr Inc,shopping_pos,1.24,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1976-09-12,281e6355c9d3f7a9f8b7e59758903ee6,1388332459,26.255321,-82.061421,0
